Distance,Source System,L-Pad,M-pad,P-pad,Fed,Imp,All,Ind,Target/Sources,RES/rings,URL 
241.76,66 Andromedae,,,297,2,,,3,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
241.94,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
242.41,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
242.70,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
244.82,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
245.86,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
246.75,HIP 18388,,,269,4,,,2,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
246.79,Hyades Sector JM-V c2-5,,,"4,137",,,,4,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
247.15,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
247.17,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
247.73,Hyades Sector JM-V c2-4,,,103,,,,3,Woyeru / 2,3 rings,https://edtools.cc/pve?s=Woyeru&a=rt
247.76,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
247.96,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
248.00,Tarbalu,,408,416,4,,,3,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
248.92,HIP 23575,"2,636","290,853","2,006",,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
248.98,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
249.19,Bhisma,,"133,674",,2,,,5,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
176.20,Devithim,,491,492,,1,,2,Coyotani / 2,1 ring,https://edtools.cc/pve?s=Coyotani&a=rt
183.61,Swahili,"7,857","8,456",,,2,,4,Coyotani / 2,1 ring,https://edtools.cc/pve?s=Coyotani&a=rt
196.22,HIP 101628,,"18,809",,,3,,4,HIP 105511 / 2,3 rings,https://edtools.cc/pve?s=HIP+105511&a=rt
196.23,Arakandza,,"1,794",,,5,,2,HIP 97185 / 2,3 rings,https://edtools.cc/pve?s=HIP+97185&a=rt
198.23,HIP 96487,,"2,607","2,624",,5,,,HIP 97185 / 2,3 rings,https://edtools.cc/pve?s=HIP+97185&a=rt
199.33,HIP 100359,,"1,676","2,865",,4,,3,HIP 101628 / 2,5 rings,https://edtools.cc/pve?s=HIP+101628&a=rt
202.89,HIP 105511,,"2,558",,,2,,5,HIP 101628 / 2,5 rings,https://edtools.cc/pve?s=HIP+101628&a=rt
206.13,Ba Pula,,"10,260",,,5,,2,HIP 105511 / 2,3 rings,https://edtools.cc/pve?s=HIP+105511&a=rt
216.06,Asangbal,,"1,203",,2,1,,4,Sentii / 2,No rings,https://edtools.cc/pve?s=Sentii&a=rt
217.41,HIP 107847,,108,"1,870",,2,,5,HIP 110248 / 2,11 rings,https://edtools.cc/pve?s=HIP+110248&a=rt
217.77,Pulaya,915,,"2,328",,2,,5,Hun Nighu / 2,No rings,https://edtools.cc/pve?s=Hun+Nighu&a=rt
218.26,HIP 91837,"2,177",,"3,566",,2,,4,Biatae / 2,No rings,https://edtools.cc/pve?s=Biatae&a=rt
218.56,Tangphonsa,253,343,,,2,,5,Hun Nighu / 2,No rings,https://edtools.cc/pve?s=Hun+Nighu&a=rt
218.73,Arasan,"2,499",989,694,,2,,5,Kundinke / 2,3 rings,https://edtools.cc/pve?s=Kundinke&a=rt
220.78,HIP 94235,,117,"2,540",,3,,5,Ba Nefes / 2,No rings,https://edtools.cc/pve?s=Ba+Nefes&a=rt
221.36,Iadoitj,,673,,,5,,2,Ualama / 3,No rings,https://edtools.cc/pve?s=Ualama&a=rt
222.24,Borme,444,237,237,,,,7,HIP 67009 / 2,No rings,https://edtools.cc/pve?s=HIP+67009&a=rt
222.84,HR 6297,,380,380,,2,,5,Sentii / 2,No rings,https://edtools.cc/pve?s=Sentii&a=rt
223.34,Uodiomam,,"8,970",345,,3,,1,Ualama / 3,No rings,https://edtools.cc/pve?s=Ualama&a=rt
225.44,HIP 97705,,"2,320","3,311",,2,,2,Ualama / 3,No rings,https://edtools.cc/pve?s=Ualama&a=rt
226.31,HIP 113293,,"3,461","3,557",,3,,4,HIP 110248 / 2,11 rings,https://edtools.cc/pve?s=HIP+110248&a=rt
228.36,HIP 67438,"4,441","6,380","3,182",,,,7,HIP 67009 / 2,No rings,https://edtools.cc/pve?s=HIP+67009&a=rt
228.69,Egovi,47,61,47,,,,5,Biatae / 2,No rings,https://edtools.cc/pve?s=Biatae&a=rt
229.49,Lhanayi,"1,446",,660,,,,6,Amitae / 2,No rings,https://edtools.cc/pve?s=Amitae&a=rt
230.22,Totenis,157,,157,,1,,6,Kundinke / 2,3 rings,https://edtools.cc/pve?s=Kundinke&a=rt
231.80,Cliocassi,,252,,,3,,3,Ba Nefes / 2,No rings,https://edtools.cc/pve?s=Ba+Nefes&a=rt
232.31,Nugua,59,15,15,1,,,6,Amitae / 2,No rings,https://edtools.cc/pve?s=Amitae&a=rt
234.22,Yutula,,547,,,1,,2,HIP 101031 / 2,5 rings,https://edtools.cc/pve?s=HIP+101031&a=rt
235.04,Col 285 Sector LE-L b23-4,,,300,3,,,2,Silurion / 2,3 rings,https://edtools.cc/pve?s=Silurion&a=rt
236.62,Pilakulaman,,"39,937","40,737",,3,,4,Rho Telescopii / 2,3 rings,https://edtools.cc/pve?s=Rho+Telescopii&a=rt
236.69,Qi Yum Crua,"1,175","1,655","1,201",2,,,5,HIP 63862 / 2,4 rings,https://edtools.cc/pve?s=HIP+63862&a=rt
236.89,Cantine,,326,444,,6,,1,Eingasan / 2,1 ring,https://edtools.cc/pve?s=Eingasan&a=rt
238.22,HR 4637,,330,330,1,,,6,Mussche / 2,No rings,https://edtools.cc/pve?s=Mussche&a=rt
239.63,HIP 62277,,"23,094","23,094",4,,,3,HIP 63862 / 2,4 rings,https://edtools.cc/pve?s=HIP+63862&a=rt
240.13,P'urhep,,"21,383","21,384",,4,,3,Naikun / 2,2 rings,https://edtools.cc/pve?s=Naikun&a=rt
240.17,Cabrala,,16,689,,3,,4,HIP 101031 / 2,5 rings,https://edtools.cc/pve?s=HIP+101031&a=rt
240.96,HIP 28070,945,,937,,1,,5,Naikun / 2,2 rings,https://edtools.cc/pve?s=Naikun&a=rt
241.96,Tamanaco,,"1,074",,,2,,5,Eingasan / 2,1 ring,https://edtools.cc/pve?s=Eingasan&a=rt
243.15,Col 285 Sector BG-O d6-93,,,"1,839",,1,,4,Rho Telescopii / 2,3 rings,https://edtools.cc/pve?s=Rho+Telescopii&a=rt
243.67,Jeiromen,,231,341,,3,,3,Vincana / 2,No rings,https://edtools.cc/pve?s=Vincana&a=rt
243.70,Antliae Sector IM-W d1-96,,,910,,,,5,Mussche / 2,No rings,https://edtools.cc/pve?s=Mussche&a=rt
244.04,HIP 42727,26,,26,,3,,4,Liu Hut / 2,1 ring,https://edtools.cc/pve?s=Liu+Hut&a=rt
244.26,Ates,,196,,2,,,5,Silurion / 2,3 rings,https://edtools.cc/pve?s=Silurion&a=rt
244.68,HIP 67918,,,419,2,,,5,Tabajara / 2,1 ring,https://edtools.cc/pve?s=Tabajara&a=rt
246.96,HIP 64443,,879,"2,238",1,,,6,Mariko / 2,No rings,https://edtools.cc/pve?s=Mariko&a=rt
247.09,HIP 68602,,,"1,184",2,,,5,Tabajara / 2,1 ring,https://edtools.cc/pve?s=Tabajara&a=rt
247.12,Scorpii Sector PI-T b3-2,,,450,,,,4,Washa / 2,7 rings,https://edtools.cc/pve?s=Washa&a=rt
247.44,Lumanans,,334,,1,2,,3,Fu Xianses / 2,4 rings,https://edtools.cc/pve?s=Fu+Xianses&a=rt
247.56,Mankatha,,11,11,,2,,5,Liu Hut / 2,1 ring,https://edtools.cc/pve?s=Liu+Hut&a=rt
249.20,HIP 101636,,"3,562","2,672",,3,,4,Vincana / 2,No rings,https://edtools.cc/pve?s=Vincana&a=rt
249.53,HR 5970,,"3,306","1,795",,,,6,HIP 78313 / 3,No rings,https://edtools.cc/pve?s=HIP+78313&a=rt
0.00,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
5.77,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
6.06,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
6.93,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
7.18,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.50,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
9.62,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
10.75,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
11.14,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
11.50,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
14.58,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
200.22,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
208.75,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
210.10,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
210.51,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
212.59,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
213.16,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
214.58,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
215.97,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
216.35,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
219.96,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
220.65,Hyades Sector DR-V c2-13,,,772,,,,4,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
221.28,Hyades Sector DR-V c2-3,,,411,,,,3,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
222.10,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
222.85,Ancermoten,408,407,407,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
224.00,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
225.76,Pauang,14,19,14,,,,7,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
226.29,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
226.40,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
227.10,Kurutis,"5,013",,,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
229.05,Vitri,502,902,"2,586",1,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
229.44,Enets,,789,540,2,,,5,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
229.78,HIP 22496,,"2,090","2,128",1,,,6,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
229.96,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
230.29,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
230.35,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
230.78,Mooramba,,263,,,,,7,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
232.28,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
232.73,Wolf 202,,,78,2,,,1,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
233.00,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
235.04,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
237.03,66 Andromedae,,,297,2,,,3,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
237.03,HIP 14134,,"1,499",,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
237.03,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
237.36,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
238.63,Yenasaki,,"3,979","3,979",2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
238.73,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
240.76,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
241.30,HIP 27155,"1,543","10,370","1,547",2,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
241.50,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
242.58,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
243.61,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
243.92,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
244.00,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
244.91,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
245.75,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
245.82,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
246.36,Arietis Sector DL-Y d79,,,11,1,,,6,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
246.52,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
247.36,Bajie,655,,"49,217",1,,,6,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
247.43,HIP 7924,,"171,246","2,128",,,,7,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
248.28,Arietis Sector DB-X c1-4,,,569,,,,6,HIP 7705 / 2,2 rings,https://edtools.cc/pve?s=HIP+7705&a=rt
248.78,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
249.26,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
0.00,Merope,"3,003",,"2,094",,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
4.45,Celaeno,46,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
4.51,Pleiades Sector HR-W d1-79,804,,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
4.85,Pleione,"1,072",,"2,179",,,,7,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
4.90,Atlas,"12,101",,,,,,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
7.49,HR 1172,"2,250",,,,,,,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
7.97,Pleiades Sector PD-S b4-0,654,,"18,605",,,,6,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.33,Pleiades Sector DL-Y d65,790,,,,,1,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.50,Pleiades Sector KC-V c2-11,321,,,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
8.99,Pleiades Sector HR-W d1-41,599,,599,,,,4,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
9.95,Pleiades Sector HR-W d1-74,797,,,,,1,5,Maia / 11,"haz,high,reg,low",https://edtools.cc/pve?s=Maia&a=rt
200.38,Nauni,18,,18,1,,,6,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
208.03,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
209.10,Jataya,62,85,62,1,,,4,HIP 17305 / 2,2 rings,https://edtools.cc/pve?s=HIP+17305&a=rt
212.34,Obamumbo,10,17,10,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
212.44,Paestae,"69,513",,554,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
212.53,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
212.79,HIP 16405,"4,111","3,947","3,990",2,,,5,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
216.62,HIP 20528,,"380,380","3,892",,,,6,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
216.68,Paesan,180,35,35,2,,,4,Hreidmarda / 2,No rings,https://edtools.cc/pve?s=Hreidmarda&a=rt
219.30,Lei Hsini,,"9,513",,1,,,4,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
220.78,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
223.68,Hyades Sector DR-V c2-13,,,772,,,,4,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
223.99,Hyades Sector DR-V c2-3,,,411,,,,3,Yen K'an / 2,No rings,https://edtools.cc/pve?s=Yen+K%27an&a=rt
224.59,Ancermoten,408,407,407,1,,,6,39 Arietis / 2,No rings,https://edtools.cc/pve?s=39+Arietis&a=rt
224.65,Kolabiety,"16,665",,,1,,,5,Sebeleni / 2,No rings,https://edtools.cc/pve?s=Sebeleni&a=rt
226.60,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
227.43,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
227.80,Hraean,,291,,,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
228.14,Pauang,14,19,14,,,,7,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
228.61,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
228.77,HIP 22496,,"2,090","2,128",1,,,6,97 i Tauri / 2,4 rings,https://edtools.cc/pve?s=97+i+Tauri&a=rt
229.41,Vitri,502,902,"2,586",1,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
229.66,Kurutis,"5,013",,,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
230.08,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
230.38,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
231.98,Enets,,789,540,2,,,5,Jeidenannsa / 2,3 rings,https://edtools.cc/pve?s=Jeidenannsa&a=rt
232.79,Mooramba,,263,,,,,7,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
233.66,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
234.40,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
234.71,Wolf 202,,,78,2,,,1,Daik / 2,1 ring,https://edtools.cc/pve?s=Daik&a=rt
236.54,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
237.49,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
239.22,HIP 14134,,"1,499",,2,,,4,Bassa / 2,No rings,https://edtools.cc/pve?s=Bassa&a=rt
239.34,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
240.38,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
240.65,66 Andromedae,,,297,2,,,3,HIP 12040 / 2,2 rings,https://edtools.cc/pve?s=HIP+12040&a=rt
241.15,Yenasaki,,"3,979","3,979",2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
241.70,HIP 27155,"1,543","10,370","1,547",2,,,5,Maroi / 2,1 ring,https://edtools.cc/pve?s=Maroi&a=rt
242.81,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
243.10,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
243.51,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
245.37,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
245.66,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
246.21,Wunitola,408,,408,2,,,5,Basing / 2,No rings,https://edtools.cc/pve?s=Basing&a=rt
246.88,HIP 10079,"1,078","2,094","2,088",,,,5,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
247.48,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
248.30,Kwer,,19,18,3,,,4,San Guazurs / 2,1 ring,https://edtools.cc/pve?s=San+Guazurs&a=rt
249.65,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
249.70,Arietis Sector DL-Y d79,,,11,1,,,6,HIP 10245 / 3,No rings,https://edtools.cc/pve?s=HIP+10245&a=rt
249.78,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
147.56,HIP 12907,,155,"1,719",,3,,4,HIP 13317 / 2,No rings,https://edtools.cc/pve?s=HIP+13317&a=rt
156.51,HIP 13285,,"2,672",,,6,,1,HIP 13317 / 2,No rings,https://edtools.cc/pve?s=HIP+13317&a=rt
185.08,Televelis,,32,,,5,,2,Virong / 2,4 rings,https://edtools.cc/pve?s=Virong&a=rt
185.50,HIP 15357,,241,"50,748",,2,,4,Pech Bean / 2,1 ring,https://edtools.cc/pve?s=Pech+Bean&a=rt
187.08,Silurinmuti,,"1,420",,,4,,3,Virong / 2,4 rings,https://edtools.cc/pve?s=Virong&a=rt
187.37,Wiljandiltu,,996,,,4,,3,Groa / 2,4 rings,https://edtools.cc/pve?s=Groa&a=rt
187.53,Ithertrudhr,,410,,,2,,3,Ngadji / 2,1 ring,https://edtools.cc/pve?s=Ngadji&a=rt
190.56,Supenges,,"17,754",,,4,,3,Bjorora / 2,No rings,https://edtools.cc/pve?s=Bjorora&a=rt
190.66,Wallicheo,,230,,,4,,1,Bjorora / 2,No rings,https://edtools.cc/pve?s=Bjorora&a=rt
191.16,Ru Shun,12,20,12,,2,,5,Groa / 2,4 rings,https://edtools.cc/pve?s=Groa&a=rt
193.20,HIP 11537,,"2,332",,,4,,2,Cornae / 2,1 ring,https://edtools.cc/pve?s=Cornae&a=rt
193.60,Cozaanat,,"459,165",571,,4,,3,Ngadji / 2,1 ring,https://edtools.cc/pve?s=Ngadji&a=rt
196.25,Vaipacnali,,8,978,,4,,3,HIP 19198 / 2,1 ring,https://edtools.cc/pve?s=HIP+19198&a=rt
197.04,HIP 17108,"180,670",,"181,092",,3,,4,Pech Bean / 2,1 ring,https://edtools.cc/pve?s=Pech+Bean&a=rt
202.32,Panga,,11,11,,4,,3,Libuhchal / 2,No rings,https://edtools.cc/pve?s=Libuhchal&a=rt
204.15,HIP 6418,"3,290",,"1,780",,3,,5,Libuhchal / 2,No rings,https://edtools.cc/pve?s=Libuhchal&a=rt
204.55,Holva,"23,218",,,,3,,4,Cornae / 2,1 ring,https://edtools.cc/pve?s=Cornae&a=rt
207.48,Unktety,,92,38,,2,,5,HIP 19198 / 2,1 ring,https://edtools.cc/pve?s=HIP+19198&a=rt
213.85,Chau Yu,86,130,526,,4,,3,Dilwicani / 2,No rings,https://edtools.cc/pve?s=Dilwicani&a=rt
218.96,Ceti Sector DL-Y c16,,,57,,4,,1,Zagoro / 2,No rings,https://edtools.cc/pve?s=Zagoro&a=rt
220.58,Kharaka,,189,"7,795",,2,,5,HIP 2511 / 2,8 rings,https://edtools.cc/pve?s=HIP+2511&a=rt
221.60,Ceti Sector ZE-A d74,,,"4,956",1,2,,3,Zagoro / 2,No rings,https://edtools.cc/pve?s=Zagoro&a=rt
222.11,Jetenomeri,,60,60,,2,,4,Dilwicani / 2,No rings,https://edtools.cc/pve?s=Dilwicani&a=rt
223.52,Scirtoi,,"4,232",,,2,,4,HIP 2511 / 2,8 rings,https://edtools.cc/pve?s=HIP+2511&a=rt
